104.17.150.170,SJC,North America,San Jose,153 ms
104.17.226.217,SJC,North America,San Jose,157 ms
104.17.7.136,SJC,North America,San Jose,163 ms
104.17.133.128,SJC,North America,San Jose,168 ms
104.19.191.106,SJC,North America,San Jose,169 ms
