104.21.95.90,LHR,Europe,London,175 ms
172.67.191.97,LHR,Europe,London,178 ms
172.67.241.26,LHR,Europe,London,180 ms
104.21.43.88,LHR,Europe,London,180 ms
104.21.72.52,LHR,Europe,London,182 ms
